seccional,direccion,localidad,direccion_limpia,direccion_completa_limpia,location,lat,lon
PUNTA ALTA Nº 2,HUMBERTO 1 579,PUNTA ALTA,HUMBERTO 1 579,"HUMBERTO 1 579, PUNTA ALTA, Argentina","Humberto Primo, Gericke, Centro, Punta Alta, Cuartel VI, Partido de Coronel de Marina Leonardo Rosales, Buenos Aires, 9109, Argentina",-38.8777302,-62.0829294
YERBA BUENA Nº 2,BELGRANO 51,YERBA BUENA,BELGRANO 51,"BELGRANO 51, YERBA BUENA, Argentina","Belgrano, 51, Belgrano, Marcos Paz, Yerba Buena, Departamento Yerba Buena, Tucumán, 4107, Argentina",-26.8137336,-65.2949949
CENTENARIO Nº 3,URUGUAY 269,CENTENARIO,URUGUAY 269,"URUGUAY 269, CENTENARIO, Argentina","Uruguay, Sarmiento I, Centenario, Municipio de Centenario, Departamento Confluencia, Neuquén, 8309, Argentina",-38.8343494,-68.1311786
CATAMARCA Nº 4,MAIPU 437,CATAMARCA,MAIPU 437,"MAIPU 437, CATAMARCA, Argentina","437, Maipú, Centro, San Fernando del Valle de Catamarca, Municipio de San Fernando del Valle de Catamarca, Departamento Capital, Catamarca, K4700, Argentina",-28.4663771,-65.7815265
PARANA Nº 6,GENERAL PASCUAL ECHAGUE 888,PARANA,GENERAL PASCUAL ECHAGUE 888,"GENERAL PASCUAL ECHAGUE 888, PARANA, Argentina","888, General Pascual Echagüe, Barrio Centro Oeste, Paraná, Municipio de Paraná, Distrito Sauce, Departamento Paraná, 3100, Argentina",-31.7396008,-60.5205532
LINCOLN Nº 1,AVENIDA 25 DE MAYO 615,LINCOLN,AVENIDA 25 DE MAYO 615,"AVENIDA 25 DE MAYO 615, LINCOLN, Argentina","615, Avenida 25 de Mayo, Lincoln, Partido de Lincoln, Buenos Aires, 6070, Argentina",-34.8622906,-61.5365535
GENERAL PICO Nº 1,CALLE 9 638,GENERAL PICO,CALLE 9 638,"CALLE 9 638, GENERAL PICO, Argentina","638, Calle 9, Centro, General Pico, Municipio de General Pico, Departamento Maracó, La Pampa, 6360, Argentina",-35.6600562,-63.7597296
TRENQUE LAUQUEN Nº 1,ROCA 413,TRENQUE LAUQUEN,ROCA 413,"ROCA 413, TRENQUE LAUQUEN, Argentina","413, Roca, Los Fresnos, Trenque Lauquen, Partido de Trenque Lauquen, Buenos Aires, 6400, Argentina",-35.9729841,-62.7355006
RIO CUARTO Nº 5,FRAY QUIRICO PORRECA 41,RIO CUARTO,FRAY QUIRICO PORRECA 41,"FRAY QUIRICO PORRECA 41, RIO CUARTO, Argentina","41, Fray Quirico Porreca, Banda Norte, Río Cuarto, Municipio de Río Cuarto, Pedanía Río Cuarto, Departamento Río Cuarto, Córdoba, X5800, Argentina",-33.1087072,-64.3391171
GALVEZ,SAN MARTIN 467,GALVEZ,SAN MARTIN 467,"SAN MARTIN 467, GALVEZ, Argentina","467, San Martín, Centro, Gálvez, Municipio de Gálvez, Departamento San Jerónimo, Santa Fe, S2252, Argentina",-32.0315602,-61.2211908
PELLEGRINI,ESPAÑA 106,PELLEGRINI,ESPAÑA 106,"ESPAÑA 106, PELLEGRINI, Argentina","106, España, Barrio San Marcos, Pellegrini, Partido de Pellegrini, Buenos Aires, 6346, Argentina",-36.2653437,-63.1651157
QUINES,REGISTRO AUTOMOTOR,QUINES,REGISTRO AUTOMOTOR,"REGISTRO AUTOMOTOR, QUINES, Argentina",,,
GENERAL CABRERA,9 DE JULIO 625,GENERAL CABRERA,9 DE JULIO 625,"9 DE JULIO 625, GENERAL CABRERA, Argentina","625, 9 de Julio, Centro, General Cabrera, Municipio de General Cabrera, Pedanía Carnerillo, Departamento Juárez Celman, Córdoba, 5809, Argentina",-32.8134253,-63.8764109
TORNQUIST,SAN MARTIN 438,TORNQUIST,SAN MARTIN 438,"SAN MARTIN 438, TORNQUIST, Argentina","Querandíes, San Bernardo, Sierra de la Ventana, Cuartel IX, Partido de Tornquist, Buenos Aires, 8168, Argentina",-38.1296144,-61.8067237
SAN JAVIER,RIVADAVIA 1812,SAN JAVIER,RIVADAVIA 1812,"RIVADAVIA 1812, SAN JAVIER, Argentina","1812, Rivadavia, Colonia Indigena, Municipio de San Javier, Departamento San Javier, S3005, Argentina",-30.5809365,-59.9317971
TRENQUE LAUQUEN Nº 2,WILDE 280,TRENQUE LAUQUEN,WILDE 280,"WILDE 280, TRENQUE LAUQUEN, Argentina","280, Wilde, Circulo Cerrado, Trenque Lauquen, Partido de Trenque Lauquen, Buenos Aires, 6400, Argentina",-35.9639873,-62.7403918
DAIREAUX,RIVADAVIA 182,DAIREAUX,RIVADAVIA 182,"RIVADAVIA 182, DAIREAUX, Argentina","182, Rivadavia, Daireaux, Partido de Daireaux, Buenos Aires, 6555, Argentina",-36.6007575,-61.7462915
MONTECARLO,ROQUE SAENZ PEÑA 105,MONTECARLO,ROQUE SAENZ PEÑA 105,"ROQUE SAENZ PEÑA 105, MONTECARLO, Argentina","Roque Saenz Peña, Barrio 9 de Julio, Montecarlo, Municipio de Montecarlo, Departamento Montecarlo, Misiones, 3384, Argentina",-26.563432,-54.7633567
RAFAELA Nº 3,MAIPU 360,RAFAELA,MAIPU 360,"MAIPU 360, RAFAELA, Argentina","360, Maipú, 9 de Julio, Rafaela, Municipio de Rafaela, Departamento Castellanos, S2300, Argentina",-31.2501601,-61.495103
VICUÑA MACKENNA,AVENIDA CARLOS S. YDE 1624,VICUNA MACKENNA,AVENIDA CARLOS S. YDE 1624,"AVENIDA CARLOS S. YDE 1624, VICUNA MACKENNA, Argentina","1624, Avenida Carlos S. Yde, Villa Pueyrredón, Vicuña Mackenna, Municipio de Vicuña Mackenna, Pedanía Cautiva, Departamento Río Cuarto, Córdoba, X5800, Argentina",-33.9268942,-64.3935255
HUINCA RENANCO,LAPRIDA 206,HUINCA RENANCO,LAPRIDA 206,"LAPRIDA 206, HUINCA RENANCO, Argentina","206, Laprida, Villa Torroba, Huinca Renancó, Municipio de Huinca Renancó, Pedanía Jagüeles, Departamento General Roca, Córdoba, 6270, Argentina",-34.8409237,-64.3754092
LA RIOJA Nº 4,CORONEL LAGOS 150,LA RIOJA,CORONEL LAGOS 150,"CORONEL LAGOS 150, LA RIOJA, Argentina","Coronel Lagos, Los Olmos, La Rioja, Departamento Capital, La Rioja, F5300, Argentina",-29.417722,-66.8646134
SAN JUAN Nº 6,RIVADAVIA 285,SAN JUAN,RIVADAVIA 285,"RIVADAVIA 285, SAN JUAN, Argentina","285, Bernardino Rivadavia, Villa Media Agua, Sarmiento, San Juan, 5435, Argentina",-31.9807852,-68.4246101
SAN JULIAN,AVENIDA PIEDRABUENA 658,PUERTO SAN JULIAN,AVENIDA PIEDRABUENA 658,"AVENIDA PIEDRABUENA 658, PUERTO SAN JULIAN, Argentina","Avenida Piedrabuena, Puerto San Julián, Magallanes, Santa Cruz, 9310, Argentina",-49.3010481,-67.724441
POZO DEL MOLLE,25 DE MAYO 14,POZO DEL MOLLE,25 DE MAYO 14,"25 DE MAYO 14, POZO DEL MOLLE, Argentina","25 de Mayo, Pozo del Molle, Municipio de Pozo del Molle, Pedanía Calchín, Departamento Río Segundo, Córdoba, X5960, Argentina",-32.0192298,-62.9221695
RAFAELA Nº 1,CHILE 442,RAFAELA,CHILE 442,"CHILE 442, RAFAELA, Argentina","442, Chile, 30 de Octubre, Rafaela, Municipio de Rafaela, Departamento Castellanos, S2300, Argentina",-31.245135,-61.4848572
GENERAL PICO Nº 3,CALLE 12 NORTE 158,GENERAL PICO,CALLE 12 NORTE 158,"CALLE 12 NORTE 158, GENERAL PICO, Argentina","158, Calle 12 Norte, Norte, General Pico, Municipio de General Pico, Departamento Maracó, La Pampa, 6360, Argentina",-35.6569598,-63.7662196
JUAN BAUTISTA ALBERDI,REGISTRO AUTOMOTOR,JUAN BAUTISTA ALBERDI,REGISTRO AUTOMOTOR,"REGISTRO AUTOMOTOR, JUAN BAUTISTA ALBERDI, Argentina",,,
BENITO JUAREZ,URUGUAY 8,BENITO JUAREZ,URUGUAY 8,"URUGUAY 8, BENITO JUAREZ, Argentina","8, Avenida República Oriental del Uruguay, Libertad Alsina, Benito Juárez, Partido de Benito Juárez, Buenos Aires, 7020, Argentina",-37.6739356,-59.8036468
AÑATUYA,MONSEÑOR JORGE GOTTAU 107,AÑATUYA,MONSEÑOR JORGE GOTTAU 107,"MONSEÑOR JORGE GOTTAU 107, AÑATUYA, Argentina","Monseñor Jorge Gottau, Barrio Centro, Añatuya, Municipio de Añatuya, Departamento General Taboada, Santiago del Estero, G3743, Argentina",-28.4623291,-62.8383873
BAHIA BLANCA Nº 7,FITZ ROY 279,BAHIA BLANCA,FITZ ROY 279,"FITZ ROY 279, BAHIA BLANCA, Argentina","279, Fitz Roy, Centro Sudeste, Bahía Blanca, Cuartel I, Partido de Bahía Blanca, Buenos Aires, B8000LQC, Argentina",-38.723906,-62.2670017
ESPERANZA Nº 2,CASTELLI 1941,ESPERANZA,CASTELLI 1941,"CASTELLI 1941, ESPERANZA, Argentina","1941, Castelli, Centro Oeste, Esperanza, Municipio de Esperanza, Departamento Las Colonias, 3080, Argentina",-31.4505745,-60.9352705
SANTA ROSA Nº 3,MORENO 174,SANTA ROSA,MORENO 174,"MORENO 174, SANTA ROSA, Argentina","Moreno, Santa Rosa, Tintina, Municipio de Tintina, Departamento Moreno, Santiago del Estero, G3740, Argentina",-27.0237276,-62.7082888
SAN FRANCISCO Nº 2,ITURRASPE 1836,SAN FRANCISCO,ITURRASPE 1836,"ITURRASPE 1836, SAN FRANCISCO, Argentina","1836, José Bernardo Iturraspe, Roca, San Francisco, Municipio de San Francisco, Pedanía Juárez Celman, Departamento San Justo, Córdoba, 2400, Argentina",-31.428314,-62.086285
LA RIOJA Nº 2,JOAQUIN V GONZALEZ 554,LA RIOJA,JOAQUIN V GONZALEZ 554,"JOAQUIN V GONZALEZ 554, LA RIOJA, Argentina","Joaquin V. González, Anjullón, Departamento Castro Barros, La Rioja, F5301, Argentina",-28.719232,-66.9283974
COLON,CALLE 23 614,COLON,CALLE 23 614,"CALLE 23 614, COLON, Argentina","Calle 23, Colón, Partido de Colón, Buenos Aires, B2720CJN, Argentina",-33.8932323,-61.0931293
LINCOLN Nº 2,BROWN 132,LINCOLN,BROWN 132,"BROWN 132, LINCOLN, Argentina","132, Brown, España, Lincoln, Partido de Lincoln, Buenos Aires, 6070, Argentina",-34.8656206,-61.524361
GENERAL ACHA,MORENO 869,GENERAL ACHA,MORENO 869,"MORENO 869, GENERAL ACHA, Argentina","869, Moreno, General Acha, Municipio de General Acha, Departamento Utracán, La Pampa, 8200, Argentina",-37.378195,-64.5969153
CATAMARCA Nº 2,MAIPU 420,CATAMARCA,MAIPU 420,"MAIPU 420, CATAMARCA, Argentina","420, Maipú, Centro, San Fernando del Valle de Catamarca, Municipio de San Fernando del Valle de Catamarca, Departamento Capital, Catamarca, K4700, Argentina",-28.4661955,-65.78138
GUATRACHE,COLON 347,GUATRACHE,COLON 347,"COLON 347, GUATRACHE, Argentina","347, Colón, Alpachiri, Municipio de Alpachiri, Departamento Guatraché, La Pampa, 6309, Argentina",-37.3791407,-63.7737774
VIEDMA Nº 1,GARRONE 226,VIEDMA,GARRONE 226,"GARRONE 226, VIEDMA, Argentina","Registro del Automotor N°1, 226, Presbítero Evasio Garrone, Centro, Viedma, Municipio de Viedma, Departamento Adolfo Alsina, Río Negro, R8500, Argentina",-40.8080041,-62.9930461
ALVEAR,BARTOLOME MITRE 598,ALVEAR,BARTOLOME MITRE 598,"BARTOLOME MITRE 598, ALVEAR, Argentina","598, Bartolomé Mitre, Intendente Alvear, Municipio de Intendente Alvear, Departamento Chapaleufú, La Pampa, L6221, Argentina",-35.2446526,-63.5956939
LOBERIA,FRANCIA 65,LOBERIA,FRANCIA 65,"FRANCIA 65, LOBERIA, Argentina","65, Francia, Lobería, Partido de Lobería, Buenos Aires, 7635, Argentina",-38.1622044,-58.7832706
GENERAL PICO Nº 2,CALLE 32 68,GENERAL PICO,CALLE 32 68,"CALLE 32 68, GENERAL PICO, Argentina","68, Calle 32, Frank Allan, General Pico, Municipio de General Pico, Departamento Maracó, La Pampa, 6360, Argentina",-35.6500441,-63.7535707
LA RIOJA Nº 1,JUSTO JOSE DE URQUIZA 254,LA RIOJA,JUSTO JOSE DE URQUIZA 254,"JUSTO JOSE DE URQUIZA 254, LA RIOJA, Argentina","Justo Jose de Urquiza, Los Olmos, La Rioja, Departamento Capital, La Rioja, F5300, Argentina",-29.4193303,-66.8679164
VILLA CAÑAS,AVENIDA 51 110,VILLA CANAS,AVENIDA 51 110,"AVENIDA 51 110, VILLA CANAS, Argentina","110, Avenida 51, Villa Cañás, Municipio de Villa Cañás, Departamento General López, S2607, Argentina",-34.0069261,-61.6006259
PIGUE,CIUDAD DE RODEZ 55,PIGUE,CIUDAD DE RODEZ 55,"CIUDAD DE RODEZ 55, PIGUE, Argentina","55, Ciudad de Rodez, Ducós, Pigüé, Cuartel II, Partido de Saavedra, Buenos Aires, 8170, Argentina",-37.6038557,-62.4103318
CARMEN DE PATAGONES,HIPOLITO YRIGOYEN 431,CARMEN DE PATAGONES,HIPOLITO YRIGOYEN 431,"HIPOLITO YRIGOYEN 431, CARMEN DE PATAGONES, Argentina","431, Hipólito Yrigoyen, La Loma, Carmen de Patagones, Cuartel I, Partido de Patagones, Buenos Aires, 8504, Argentina",-40.7960927,-62.9892466
TAPALQUE,MITRE 128,TAPALQUE,MITRE 128,"MITRE 128, TAPALQUE, Argentina","128, Bartolomé Mitre, Tapalqué, Partido de Tapalqué, Buenos Aires, B7303BMA, Argentina",-36.3582093,-60.0248951
JOVITA,GENERAL PAZ 467,JOVITA,GENERAL PAZ 467,"GENERAL PAZ 467, JOVITA, Argentina","467, General Paz, Jovita, Municipio de Jovita, Pedanía Italó, Departamento General Roca, Córdoba, 6127, Argentina",-34.5196959,-63.9474197
PUERTO DESEADO,12 DE OCTUBRE 846,PUERTO DESEADO,12 DE OCTUBRE 846,"12 DE OCTUBRE 846, PUERTO DESEADO, Argentina","846, 12 de Octubre, Centenario, Puerto Deseado, Municipio de Puerto Deseado, Deseado, Santa Cruz, 9050, Argentina",-47.7504422,-65.8905358
TOSTADO,12 DE OCTUBRE 1371,TOSTADO,12 DE OCTUBRE 1371,"12 DE OCTUBRE 1371, TOSTADO, Argentina","1371, 12 de Octubre, Campo Mayo, Municipio de Tostado, Departamento 9 de Julio, S3060, Argentina",-29.2345911,-61.7701265
POSADAS Nº 2,CORDOBA 1455,POSADAS,CORDOBA 1455,"CORDOBA 1455, POSADAS, Argentina","Registro de la Propiedad Automotor, 1455, Córdoba, Centro, Centro de Integración Territorial Centro, Posadas, Municipio de Posadas, Departamento Capital, Misiones, 3300, Argentina",-27.3684422,-55.8902647
BASAVILBASO,PODESTA 311,BASAVILBASO,PODESTA 311,"PODESTA 311, BASAVILBASO, Argentina","Podestá, Basavilbaso, Distrito Genacito, Departamento Uruguay, 3710, Argentina",-32.3699829,-58.8729166
SALLIQUELO,STROEDER ESTE 143,SALLIQUELO,STROEDER ESTE 143,"STROEDER ESTE 143, SALLIQUELO, Argentina","143, Avenida Hugo Stroeder Este, Salliqueló, Partido de Salliqueló, Buenos Aires, B6339, Argentina",-36.7541904,-62.9595113
GENERAL ARENALES,TUCUMAN 140,GENERAL ARENALES,TUCUMAN 140,"TUCUMAN 140, GENERAL ARENALES, Argentina","Tucumán, General Arenales, Partido de General Arenales, Buenos Aires, 6005, Argentina",-34.2989022,-61.2983804
CARHUE,COLON 1318,CARHUE,COLON 1318,"COLON 1318, CARHUE, Argentina","1318, Avenida Colón, Obrero, Carhué, Partido de Adolfo Alsina, Buenos Aires, 6430, Argentina",-37.1754748,-62.7620144
CORRAL DE BUSTOS,25 DE MAYO 234,CORRAL DE BUSTOS,25 DE MAYO 234,"25 DE MAYO 234, CORRAL DE BUSTOS, Argentina","234, 25 de Mayo, Corral De Bustos, Municipio de Corral de Bustos, Pedanía Liniers, Departamento Marcos Juárez, Córdoba, 2645, Argentina",-33.2840465,-62.1866951
ESPERANZA Nº 1,AARON CASTELLANOS 651,ESPERANZA,AARON CASTELLANOS 651,"AARON CASTELLANOS 651, ESPERANZA, Argentina","651, Aarón Castellanos, Centro Oeste, Esperanza, Municipio de Esperanza, Departamento Las Colonias, S3080, Argentina",-31.4518716,-60.9213833
GENERAL VILLEGAS,VIEYTES 669,GENERAL VILLEGAS,VIEYTES 669,"VIEYTES 669, GENERAL VILLEGAS, Argentina","669, Vieytes, Villa Ciclón, General Villegas, Partido de General Villegas, Buenos Aires, 6230, Argentina",-35.0358781,-63.0172013
CARLOS TEJEDOR,SAN MARTIN 290,CARLOS TEJEDOR,SAN MARTIN 290,"SAN MARTIN 290, CARLOS TEJEDOR, Argentina","290, San Martín, Norte, Carlos Tejedor, Partido de Carlos Tejedor, Buenos Aires, B6455, Argentina",-35.3917966,-62.4188575
UCACHA,CORDOBA 13,UCACHA,CORDOBA 13,"CORDOBA 13, UCACHA, Argentina","13, Córdoba, Ucacha, Municipio de Ucacha, Pedanía Chucul, Departamento Juárez Celman, Córdoba, X2670, Argentina",-33.031936,-63.5060876
HENDERSON,FLORIDA 310,HENDERSON,FLORIDA 310,"FLORIDA 310, HENDERSON, Argentina","Florida, Henderson, Partido de Hipólito Yrigoyen, Buenos Aires, B6465, Argentina",-36.3047334,-61.7131765
INTENDENTE ALVEAR,25 DE MAYO 946,INTENDENTE ALVEAR LA PAMPA,25 DE MAYO 946,"25 DE MAYO 946, INTENDENTE ALVEAR LA PAMPA, Argentina","946, 25 de Mayo, Intendente Alvear, Municipio de Intendente Alvear, Departamento Chapaleufú, La Pampa, 6221, Argentina",-35.2347604,-63.5914375
MERCEDES,BATALLA DE SALTA 784,MERCEDES,BATALLA DE SALTA 784,"BATALLA DE SALTA 784, MERCEDES, Argentina","784, Batalla de Salta, Barrio Planta Urbana, Municipio de Mercedes, Departamento Mercedes, Corrientes, W3470CGI, Argentina",-29.1866096,-58.0707908
YERBA BUENA,ANZORENA 196,YERBA BUENA,ANZORENA 196,"ANZORENA 196, YERBA BUENA, Argentina","196, Anzorena, Marcos Paz, Yerba Buena, Departamento Yerba Buena, Tucumán, T4107EWD, Argentina",-26.8159986,-65.2895901
CONCEPCION DEL URUGUAY Nº 3,SAN MARTIN 554,CONCEPCION DEL URUGUAY,SAN MARTIN 554,"SAN MARTIN 554, CONCEPCION DEL URUGUAY, Argentina","554, San Martín, Concepción del Uruguay, Distrito Molino, Departamento Uruguay, E3260FTD, Argentina",-32.4847541,-58.2297198
PORTEÑA,MANUEL BELGRANO 540,PORTENA,MANUEL BELGRANO 540,"MANUEL BELGRANO 540, PORTENA, Argentina","Explanada Monumento a Manuel Belgrano, Avellaneda, Porteña, Municipio de Porteña, Pedanía Libertad, Departamento San Justo, Córdoba, X2400, Argentina",-31.0149331,-62.069071
SAN IGNACIO,RIVADAVIA 727,SAN IGNACIO,RIVADAVIA 727,"RIVADAVIA 727, SAN IGNACIO, Argentina","Registro del Automotor San Ignacio, 727, Rivadavia, Barrio Centro, San Ignacio, Municipio de San Ignacio, Departamento San Ignacio, Misiones, 3322, Argentina",-27.2574822,-55.5371314
SAN JORGE Nº 2,SAN JUAN 1751,SAN JORGE,SAN JUAN 1751,"SAN JUAN 1751, SAN JORGE, Argentina","Registro Automotor San Jorge 2 - B, 1751, San Juan, QuickFood S.A., Municipio de San Jorge, Departamento San Martín, 2452, Argentina",-31.8985128,-61.8630342
VEDIA,SARMIENTO 167,VEDIA,SARMIENTO 167,"SARMIENTO 167, VEDIA, Argentina","Sarmiento, Vedia, Partido de Leandro N. Alem, Buenos Aires, Argentina",-34.4941241,-61.5448336
TRES ISLETAS,PRIMERA JUNTA 274,TRES ISLETAS,PRIMERA JUNTA 274,"PRIMERA JUNTA 274, TRES ISLETAS, Argentina","Primera Junta, Barrio La Bolcita, Tres Isletas, Municipio de Tres Isletas, Departamento Maipú, Chaco, H3703ZAA, Argentina",-26.3352935,-60.4213512
SAN SALVADOR,HIPOLITO YRIGOYEN 275,SAN SALVADOR,HIPOLITO YRIGOYEN 275,"HIPOLITO YRIGOYEN 275, SAN SALVADOR, Argentina","Hipólito Yrigoyen, San Salvador, Ushuaia, Departamento Ushuaia, Tierra del Fuego, V9410, Argentina",-54.8272738,-68.3313918
TINTINA,SARMIENTO 460,TINTINA,SARMIENTO 460,"SARMIENTO 460, TINTINA, Argentina","Banco Santiago del Estero, 460, Sarmiento, Centro, Tintina, Municipio de Tintina, Departamento Moreno, Santiago del Estero, 3743, Argentina",-27.026711,-62.7070255
RECONQUISTA Nº 2,IRIONDO 686,RECONQUISTA,IRIONDO 686,"IRIONDO 686, RECONQUISTA, Argentina","686, Iriondo, Barrio Centro, Reconquista, Municipio de Reconquista, Departamento General Obligado, S3560, Argentina",-29.1475142,-59.6450736
USHUAIA Nº 4,PUERTO ESPAÑOL 810,USHUAIA,PUERTO ESPAÑOL 810,"PUERTO ESPAÑOL 810, USHUAIA, Argentina","Puerto Español, Gaucho Rivero, Ushuaia, Departamento Ushuaia, Tierra del Fuego, 1257, Argentina",-54.8193121,-68.3368667
BUENA ESPERANZA,REGISTRO AUTOMOTOR,BUENA ESPERANZA,REGISTRO AUTOMOTOR,"REGISTRO AUTOMOTOR, BUENA ESPERANZA, Argentina","Registro de la Propiedad del Automotor, Juan González, Buena Esperanza, Municipio de Buena Esperanza, Gobernador Dupuy, San Luis, D6277, Argentina",-34.7571017,-65.2541616
CORRIENTES Nº 5,AVENIDA ITALIA 430,CORRIENTES,AVENIDA ITALIA 430,"AVENIDA ITALIA 430, CORRIENTES, Argentina","Avenida Italia, Barrio Deportes, Seccional 1°, Corrientes, Departamento Capital, Corrientes, W3400CEI, Argentina",-27.4625341,-58.83642
SANTA MARIA,25 DE MAYO 120,SANTA MARIA,25 DE MAYO 120,"25 DE MAYO 120, SANTA MARIA, Argentina","120, 25 de Mayo, Toledo, Municipio de Toledo, Pedanía Caseros, Departamento Santa María, Córdoba, 5123, Argentina",-31.5552549,-64.0083517
CHAÑÁR LADEADO,ALBERDI 352,CHAÑAR LADEADO,ALBERDI 352,"ALBERDI 352, CHAÑAR LADEADO, Argentina","352, Alberdi, Chañar Ladeado, Municipio de Chañar Ladeado, Departamento Caseros, 2643, Argentina",-33.3212888,-62.0396474
PUNTA ALTA Nº 1,BERNARDO DE IRIGOYEN 49,PUNTA ALTA,BERNARDO DE IRIGOYEN 49,"BERNARDO DE IRIGOYEN 49, PUNTA ALTA, Argentina","49, Bernardo de Irigoyen, Barrio Cooperativa de Viviendas, Centro, Punta Alta, Cuartel VI, Partido de Coronel de Marina Leonardo Rosales, Buenos Aires, 8109, Argentina",-38.8824166,-62.0824677
CATAMARCA Nº 3,AVENIDA COLON 1185,CATAMARCA,AVENIDA COLON 1185,"AVENIDA COLON 1185, CATAMARCA, Argentina","1185, Avenida Colón, San Ramón, Villa Cubas, San Fernando del Valle de Catamarca, Municipio de San Fernando del Valle de Catamarca, Departamento Capital, Catamarca, K4700, Argentina",-28.4761561,-65.7880396
CORONEL PRINGLES,MORENO 338,CORONEL PRINGLES,MORENO 338,"MORENO 338, CORONEL PRINGLES, Argentina","338, Moreno, Barrio Illia, Coronel Pringles, Cuartel XIII, Partido de Coronel Pringles, Buenos Aires, 7530, Argentina",-37.9897644,-61.3535775
PUAN,HUMBERTO PRIMO 321,PUAN,HUMBERTO PRIMO 321,"HUMBERTO PRIMO 321, PUAN, Argentina","321, Humberto Primo, Centro, Puan, Cuartel I, Partido de Puan, Buenos Aires, B8180BGS, Argentina",-37.5447757,-62.7659355
ANDALGALA,MERCADO 270,ANDALGALA,MERCADO 270,"MERCADO 270, ANDALGALA, Argentina","Mercado, Barrio San Francisco de Asis, Andalgala, Municipio de Andalgalá, Departamento Andalgalá, Catamarca, K4740, Argentina",-27.5845072,-66.3154258
RIO COLORADO,REGISTRO AUTOMOTOR,RIO COLORADO,REGISTRO AUTOMOTOR,"REGISTRO AUTOMOTOR, RIO COLORADO, Argentina",,,
GUAMINI,FREYRE 2,GUAMINI,FREYRE 2,"FREYRE 2, GUAMINI, Argentina","2, Coronel Freyre, Guaminí, Partido de Guaminí, Buenos Aires, 6435, Argentina",-37.0132622,-62.4178038
VICTORICA,CALLE 19 634,VICTORICA,CALLE 19 634,"CALLE 19 634, VICTORICA, Argentina","634, Calle 19, Victorica, Municipio de Victorica, Departamento Loventué, La Pampa, 6319, Argentina",-36.21675,-65.4396513
TINOGASTA,DR ANTONIO DEL PINO 481,TINOGASTA,DR ANTONIO DEL PINO 481,"DR ANTONIO DEL PINO 481, TINOGASTA, Argentina","Antonio del Pino, Tinogasta, Municipio de Tinogasta, Departamento Tinogasta, Catamarca, K5340, Argentina",-28.0640574,-67.5662094
SANTA FE Nº 7 ,9 DE JULIO 2279,SANTA FE,9 DE JULIO 2279,"9 DE JULIO 2279, SANTA FE, Argentina","2279, 9 de Julio, Centro, Santa Fe, Santa Fe Capital, Departamento La Capital, S3000, Argentina",-31.6487563,-60.7099645
NEUQUEN N° 6,AVENIDA ARGENTINA 480,NEUQUEN,AVENIDA ARGENTINA 480,"AVENIDA ARGENTINA 480, NEUQUEN, Argentina","480, Avenida Argentina, Área Centro Este, Neuquén, Municipio de Neuquén, Departamento Confluencia, Neuquén, Q8300, Argentina",-38.9499285,-68.0595199
CAFAYATE,TUCUMAN 382,SALTA CAPITAL,TUCUMAN 382,"TUCUMAN 382, SALTA CAPITAL, Argentina","382, Tucumán, Barrio Hernando de Lerma, B. Hernando de Lerma, Salta, Capital, Salta, 4400, Argentina",-24.8001727,-65.4088703
JUAN JOSE CASTELLI,AVENIDA SAN MARTIN 391,JUAN JOSE CASTELLI,AVENIDA SAN MARTIN 391,"AVENIDA SAN MARTIN 391, JUAN JOSE CASTELLI, Argentina","391, Avenida San Martín, Sarmiento, Juan Jose Castelli, Municipio de Juan José Castelli, Departamento General Güemes, Chaco, Argentina",-25.9472968,-60.6205517
GENERAL PINTO,GOWLAND 288,GENERAL PINTO,GOWLAND 288,"GOWLAND 288, GENERAL PINTO, Argentina","288, Ricardo Gowland, General Pinto, Partido de General Pinto, Buenos Aires, B6050, Argentina",-34.766141,-61.8897252
LAPRIDA,AVENIDA SAN MARTIN 1399,LAPRIDA,AVENIDA SAN MARTIN 1399,"AVENIDA SAN MARTIN 1399, LAPRIDA, Argentina","1399, Avenida San Martín, Policial, Laprida, Partido de Laprida, Buenos Aires, B7414BWW, Argentina",-37.5466669,-60.8032322
